Name,Online_order,Book_table,Rate,Votes,Dish_liked,Approx_cost(for two people)
24th Main,0,Yes,4.1 out of 5,1239,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800
Zaitoon,1,Yes,4.1 out of 5,1547,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","1,000"
Jalsa,1,Yes,4.1 out of 5,783,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800
Oye Amritsar,1,Yes,3.8 out of 5,763,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",600
Nouvelle Garden,0,No,3.7 out of 5,203,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup",900
Tea Villa Cafe,0,Yes,4.2 out of 5,656,"Tea, Waffles, Coffee, Nutella Waffle, Wedges, Pizza, Pasta",800
Cafe Cosy,0,Yes,4.1 out of 5,113,"Pasta, Pizza, Mocktails",800
Dr. Sheesha,0,Yes,4.1 out of 5,1445,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake",800
Go Native,1,Yes,4.3 out of 5,1265,"Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav",800
Alchemy Coffee Roasters,0,No,4.2 out of 5,713,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",500
Enerjuvate Studio & Cafe,0,Yes,4.2 out of 5,738,"Pizza, Vegetarian, Momo Platter, Momos, Nachos, Salsa, Salad",800
The Caramelts Cafe,0,No,4.1 out of 5,226,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza",800
SlimSins Cafe,0,No,4.1 out of 5,710,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries",850
Cafe Ajfan,1,No,4.2 out of 5,265,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone",700
Krazzy Folds,1,Yes,4.3 out of 5,1907,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros",800
The Blue Wagon - Kitchen,1,No,4.6 out of 5,233,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Cottage Cheese Sandwich, Bruschetta Bites",400
Grazers,1,Yes,3.9 out of 5,295,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges",650
Java City,1,No,2.5 out of 5,157,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza",450
People Tree Cafe,0,No,3.7 out of 5,167,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake",400
Slate Cafe,1,No,4.1 out of 5,53,"Pasta, Sandwiches, Pizza",600
Skyline Pizzeria,0,No,3.9 out of 5,764,"Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos",600
Cafe Shuffle,1,Yes,4.2 out of 5,152,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
D View Cafe,1,No,4.0 out of 5,510,"Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","1,000"
Onesta,1,Yes,4.4 out of 5,4410,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
Pancuzzi,1,No,4.2 out of 5,170,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake",600
TAB - Take A Break,0,No,4.1 out of 5,522,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
Kirthi's Biryani,1,No,3.8 out of 5,145,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
On The Nose,1,No,3.8 out of 5,614,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup",600
PHEW (Play Hard Eat Wild),1,Yes,3.9 out of 5,488,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",700
eat.fit,1,No,4.5 out of 5,1187,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
Fish Chain,1,No,4.1 out of 5,52,Sea Food,250
Swadista Aahar,1,No,4.1 out of 5,786,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",300
Gogula's Sweets & Chats,1,No,4.0 out of 5,203,"Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi",200
Easy Bites,1,No,4.0 out of 5,75,"Potato Wedges, Chicken Shawarama, Popcorn Chicken",300
Hiyar Majhe Kolkata,1,No,3.9 out of 5,248,"Radhaballavi, Egg Noodles, Egg Roll, Egg Devils, Alur Dom",400
Empire Restaurant,1,No,3.8 out of 5,100,"Biryani, Chicken Grill",400
FreshMenu,1,No,3.8 out of 5,630,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza",450
Fattoush,1,No,4.2 out of 5,1280,"Fattoush, Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken",900
Al-Bek,1,No,3.9 out of 5,175,"Naan, Mutton Biryani",450
XO Belgian Waffle,1,No,4.5 out of 5,557,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400
Chettayees,1,No,3.4 out of 5,151,"Puttu Biryani, Egg Roast",400
Sri Ganesh Juice Junction,1,No,4.1 out of 5,212,"Sandwiches, Sandwich, Omelette, Cheese Maggi",150
Leon Grill,1,No,4.3 out of 5,164,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",500
Khatta Meetha Teekha,1,No,4.2 out of 5,190,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani",300
Sri Guru Kottureshwara Davangere Benne Dosa,1,No,4.1 out of 5,562,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",150
Capsicum Family Restaurant,1,No,3.8 out of 5,256,Mutton Biryani,800
Kannur Food Point,1,No,3.7 out of 5,215,Roast Chicken,200
BOX8- Desi Meals,1,No,4.3 out of 5,248,"Biryani, Paratha, Salad, Gulab Jamun, Sandwich, Dal Makhani, Chicken Wrap",500
Wok Paper Scissors,1,No,4.3 out of 5,1588,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos",550
Sri Lakshmi Dhaba,1,No,2.9 out of 5,258,"Paratha, Shahi Paneer",250
Just Shawarma,1,No,4.0 out of 5,412,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",300
Energy Addaa,1,No,4.2 out of 5,67,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti",500
Dev Sagar - Food Street,1,No,4.1 out of 5,239,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",200
Apna Punjab,1,No,3.7 out of 5,476,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",450
Subway,1,No,3.7 out of 5,219,"Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty",600
Shanmukha,1,No,4.0 out of 5,776,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun",800
Kalingas,1,No,3.9 out of 5,181,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",250
Biryani Pot,1,No,3.8 out of 5,1073,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",500
Muthashy's,1,No,4.2 out of 5,466,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice",400
Bhukkhad Baba,1,No,3.6 out of 5,132,"Paratha, Thali",250
House Of Kebabs,1,No,3.8 out of 5,541,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice",700
Madeena Hotel,1,No,3.9 out of 5,89,"Biryani, Paratha",400
Corner House Ice Cream,1,No,4.4 out of 5,827,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee",400
Mysuru Coffee Thindi,1,No,4.1 out of 5,304,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa",200
Smoke-A-Pot,1,No,3.5 out of 5,93,"Pot Biryani, Raita, Mutton Biryani",600
Wamama,1,Yes,4.2 out of 5,357,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",800
Burger King,1,No,3.9 out of 5,1045,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake",600
Kabab Magic,1,No,3.9 out of 5,984,"Shawarma, Chicken Grill, Grape Juice, Biryani, Rolls, Paratha, Veggie Roll",500
99 Pancakes,1,No,4.5 out of 5,339,"Pan Cake, Waffles, Nutella Pancakes",300
Dum Biryani Hub,1,No,3.9 out of 5,65,"Dum Biryani, Mutton Biryani",700
Swad Punjab Da,1,No,4.0 out of 5,130,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",150
Smacznego,1,No,4.2 out of 5,505,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos",550
Lassi Corner,1,No,3.7 out of 5,108,Lassi,150
The Biriyani Pedia,1,No,3.9 out of 5,57,"Chicken Stew, Ghee Rice, Chai, Beef Biryani",300
SL Vadapav,1,No,4.0 out of 5,80,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",100
Adithya,1,No,4.0 out of 5,335,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea",300
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,No,3.5 out of 5,49,"Fruit Custard, Russian Cutlet",300
Magix's Parattha Roll,1,No,3.8 out of 5,184,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400
KFC,1,No,4.0 out of 5,351,"Burgers, Chicken Bucket, Paneer Zinger Burger",400
Roti Ghar,1,No,3.9 out of 5,753,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
Savoury Restaurant,1,No,3.9 out of 5,421,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",800
Onesta,1,Yes,4.6 out of 5,2604,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",600
Keventers,1,No,3.9 out of 5,211,"Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake",400
Krishna Sagar,1,No,3.8 out of 5,52,Masala Dosa,300
Cheesiano Pizza,1,Yes,4.0 out of 5,206,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza",700
Cakewala,1,No,4.1 out of 5,232,"Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake",500
Puliyogare Point,1,No,4.2 out of 5,449,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",100
Kedia's Fun Food,1,No,4.3 out of 5,632,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla",200
Mojo Pizza - 2X Toppings,1,No,4.2 out of 5,369,"Garlic Bread, Tex Mex, Chicken Tikka Pizza, Chicken Keema Pizza, Pepperoni, Spicy Paneer",600
Sri Udupi Food Hub,1,Yes,4.1 out of 5,176,"Filter Coffee, Masala Dosa, Idli, Vada",500
Mad Over Donuts,1,No,4.2 out of 5,703,"Donut, Latte, Coffee, Choco Bomb, Hot Chocolate, Waffles, Cappuccino",450
Dadi's Dum Biryani,1,Yes,4.1 out of 5,2725,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",800
Mahesh Friends Food Center,1,No,2.9 out of 5,132,Lassi,300
Pathaan Sir,1,No,3.9 out of 5,183,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll",300
Chicken County Grand,1,No,3.9 out of 5,323,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Biryani, Hyderabadi Chicken",650
Prasiddhi Food Corner,1,No,3.7 out of 5,171,Coffee,200
Noodle Panda,1,No,4.3 out of 5,338,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums",800
Galito's,1,No,4.6 out of 5,409,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","1,000"
Delite Chaat House,1,No,3.9 out of 5,499,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri",300
Chai Point,1,No,3.2 out of 5,209,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250
Twiststick House,1,No,4.1 out of 5,164,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav",500
Yum In My Tum,1,No,4.2 out of 5,103,"Momos, Pizza Sandwich, Manchow Soup, Spring Roll, Noodles, Fried Rice, Fries",300
Wahab,1,No,3.7 out of 5,98,"Chicken Biryani, Rolls",350
Sree Krishna Kafe,1,No,4.2 out of 5,971,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200
Amontron,1,No,3.9 out of 5,439,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",650
Chokha Chowka,1,No,3.9 out of 5,358,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",400
Patio 805,1,Yes,4.1 out of 5,367,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","1,200"
Barbeque Station,1,No,2.8 out of 5,152,"Biryani, Butter Naan",700
Dosa Plaza,1,No,3.8 out of 5,140,Masala Dosa,200
Bangalore Agarwal Bhavan,1,No,3.9 out of 5,137,"Paratha, Coffee, Halwa, Lassi",400
Tarbouche,1,No,4.1 out of 5,268,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma",300
Taaza Mithai,1,No,3.9 out of 5,48,Samosa,100
Vinny's,1,Yes,4.2 out of 5,2123,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
Beer Adda,1,Yes,4.2 out of 5,543,"Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","1,000"
Ambur Star Briyani,1,No,3.7 out of 5,118,"Mutton Biryani, Ambur Biryani, Chicken Biryani",400
Stories,1,Yes,4.2 out of 5,2211,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","1,200"
Tibetan Mother's Kitchen,1,No,4.0 out of 5,958,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken",500
Kundana,1,No,3.8 out of 5,111,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800
Stoned Monkey,1,No,4.1 out of 5,511,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream",500
Tall Blonde French,1,No,4.3 out of 5,723,"French Fries, Peri Peri Fries, Cup Cake, Potato Fries, Fried Cheese, Chicken Fries, Mexican Fries",400
Odissi Restaurant,1,No,2.9 out of 5,67,"Egg Tadka, Roti, Veg Thali",500
WTF,1,No,4.1 out of 5,93,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake",600
Rustic Stove,1,No,3.8 out of 5,579,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish",900
Makers of Milkshakes,1,No,4.2 out of 5,55,"Vanilla Ice Cream, Chocolate Milkshake",400
Mealer.in,1,No,4.0 out of 5,207,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka",450
Smally's Resto Cafe,1,Yes,4.2 out of 5,1700,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650
Cold Stone Creamery,1,No,3.9 out of 5,102,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
Tenzin Kitchen,1,No,4.2 out of 5,529,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450
Protein Grillhouse,1,Yes,4.2 out of 5,179,"Rice Bowl, Salads, Pasta, Burgers, Nachos, Salad, Thai Green Curry",800
Gorbandh,1,No,4.0 out of 5,85,"Aloo Paratha, Samosa, Kachori, Poha, Chaat",400
Punjabi by Nature 2.0,0,No,4.2 out of 5,3236,"Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer","1,600"
Axomi - Taste of Assam,1,No,4.1 out of 5,613,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",500
Bhojohori Manna,1,No,3.7 out of 5,666,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",650
Pin Me Down,1,Yes,4.5 out of 5,803,"Paneer Tikka, Pizza, Chowmein, Mocktails, Tandoori Aloo, Pasta Alfredo, Murgh Patiala",800
Taco Bell,1,No,4.0 out of 5,910,"Nachos, Tacos, Mexican Pizza, Cheesy Fiesta Potato, Fries, Rice Bowl, Salsa",600
Slate Cafe,1,No,4.1 out of 5,55,"Pasta, Sandwiches, Pizza",600
Stoner,1,No,4.5 out of 5,2608,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",500
Nuts Over Salads Cafe,1,Yes,4.4 out of 5,201,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie",800
Dwaraka Krishna,1,No,3.7 out of 5,328,"Biryani, Shahi Paneer",500
Koramangala Social,1,No,4.6 out of 5,4675,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","1,500"
Roundup Cafe,1,Yes,4.2 out of 5,488,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Hot Chocolate, Pasta",800
Mystique Palate,1,No,4.1 out of 5,339,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries",300
Brewsky,1,Yes,4.3 out of 5,4321,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","1,600"
McDonald's,1,No,3.8 out of 5,295,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Cheesy Fries, Paneer Pockets, Tikki",500
Cool Corner,1,No,4.2 out of 5,192,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich",250
WAFL Co,1,No,4.2 out of 5,53,"Waffles, Pancakes, Oreo Waffle",400
Tiwari's,1,No,3.8 out of 5,69,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha",200
Oogway Express,1,No,3.9 out of 5,349,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",600
Vakulaa Veg Restaurant,1,No,3.9 out of 5,52,"Masala Dosa, Coffee, Pongal, Tea, Bonda",200
Malabar Bay,1,Yes,4.2 out of 5,1541,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta",800
Eurasia Pasta and Barbeque by Little Italy,1,Yes,4.1 out of 5,1064,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","1,200"
Kairali,1,No,3.9 out of 5,171,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani",300
Bamey's Restro Cafe,1,No,4.2 out of 5,533,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos",600
Canton,1,No,3.6 out of 5,197,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop",800
Pure & Natural,1,No,3.9 out of 5,212,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500
Cravy Wings,1,No,4.3 out of 5,289,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger",400
Frozen Bottle,1,No,4.2 out of 5,147,"Berryblast, Waffles, Cheesecake, Salted Caramel",400
WOW! Momo,1,No,2.8 out of 5,91,"Burgers, Momo Burger, Chocolate Momos, Tandoori Momos",400
Friend's Cafe,1,No,3.9 out of 5,554,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches",600
The Paramount Hotel,1,No,3.5 out of 5,240,"Chicken Grill, Biryani, Shawarma","1,000"
Pancuzzi,1,No,4.2 out of 5,171,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake",600
Bhavani Chats N Juice,1,No,3.9 out of 5,93,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori",200
LIT Gastro Pub,1,Yes,3.7 out of 5,206,"Mocktails, Cocktails, Beer, Peri Peri Fries, Hot Wings, Pasta, Chilli Chicken","1,000"
1722 Urban Bistro,1,Yes,4.1 out of 5,220,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop",600
Bake Addiction,1,No,4.1 out of 5,91,"Cup Cake, Swiss Roll",500
Cream Stone,1,No,4.2 out of 5,340,"Chocolate Overdose, Chocolate Icecreams, Brownie, Coffee, Waffles, Tiramisu, Hot Chocolate Fudge",500
San Churro Cafe,1,No,3.8 out of 5,924,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pizza, Pink Sauce Pasta, Salsa",800
Dosa Bazaar,1,No,3.9 out of 5,113,"Cheese Dosa, Tea, Pizza Dosa",200
The Egg Factory,1,No,4.0 out of 5,1310,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo",750
Punjabi Swag,1,No,3.9 out of 5,676,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",500
Sukh Sagar,1,No,3.8 out of 5,156,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450
Steaming Mugs,1,No,4.0 out of 5,241,"Fries, Oreo Shake, Pasta Arrabiata",700
Rock Stone Ice Cream Factory,1,No,4.0 out of 5,131,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",230
Behrouz Biryani,1,No,4.0 out of 5,190,"Gulab Jamun, Raita, Paneer Biryani, Mutton Biryani, Buttermilk, Gosht Biryani, Basmati Rice",650
Toscano,1,Yes,4.5 out of 5,715,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","1,500"
Zeeshan,1,No,3.1 out of 5,320,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem",700
Sai Abhiruchi,1,No,3.8 out of 5,339,"Dum Biryani, Dal Fry, Paneer Biryani",800
The House Of Paratha,1,No,3.7 out of 5,59,Cheese Paratha,200
Ice Cream Works,1,No,4.1 out of 5,193,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream",300
Sandwich Mama's And Frozen Monster,1,No,3.8 out of 5,55,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
Brooks and Bonds Brewery,1,Yes,4.4 out of 5,3932,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Potato Wedges, Mango Cider","1,600"
Rajathadri Food Fort,1,No,4.0 out of 5,468,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600
Penthouse Cafe,1,No,4.0 out of 5,328,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",700
Karahi Kitchen,1,No,4.0 out of 5,164,Chicken Biryani,300
The Bong Palate,1,No,3.8 out of 5,62,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani",300
Mane Holige,0,No,4.3 out of 5,142,Obbattu,200
YORK St.,1,No,4.4 out of 5,944,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches",900
Ulavacharu,1,Yes,NEW,0,"Ulavacharu, Biryani, Rajugari Kodi Pulao, Bangla Kodi, Curd Rice, Gadwal Kodi Pulao, Fish",900
Magic Meals,1,No,3.7 out of 5,47,"Biryani, Fries, Thick Shakes",400
Cafe Shuffle,1,Yes,4.2 out of 5,153,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
The Coastal Crew by Fujian on 24th,1,Yes,4.2 out of 5,1033,"Sea Food, Mocktails, Noodles, Murgh Ghee Roast, Cocktails, Tom Yum Soup, Spring Roll","1,100"
Peace Restaurant,1,No,3.8 out of 5,659,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500
Bubblewrap Waffle Co.,1,No,4.4 out of 5,360,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake",400
Grillopia,1,No,3.9 out of 5,97,"Burgers, Fries, Wood Fire Pizza, Nachos","1,000"
Two Friends Cauldron,1,Yes,4.1 out of 5,459,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700
Domino's Pizza,1,No,3.7 out of 5,386,"Margarita, Pizza Burger, Garlic Bread",400
Crumb Together,1,Yes,4.1 out of 5,590,"Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","1,200"
Sangam Sweets,1,No,3.8 out of 5,75,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri",200
What's In A Name,1,Yes,4.1 out of 5,1781,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","1,200"
Hari Super Sandwich,0,No,4.4 out of 5,1830,"Sandwiches, Chocolate Sandwich, Potato Twister, Sev Puri, Corn Sandwich, Cheese Sandwich, Panipuri",200
Navami,1,No,3.5 out of 5,80,"Biryani, Fried Rice Chicken",750
